num__Age,num__Income,num__Credit_Score,num__Loan_Amount,num__Loan_Term,cat__Employment_Status_Employed,cat__Employment_Status_Self-Employed,cat__Employment_Status_Unemployed,Loan_Approved
0.5294117647058824,0.46335020063618226,0.9854280510018215,0.8586333878887071,0.75,0.0,0.0,1.0,0
0.43137254901960786,0.6905812672812834,0.5136612021857924,0.9082446808510639,1.0,1.0,0.0,0.0,0
0.3137254901960784,0.45594091052627517,0.17486338797814205,0.5726882160392799,0.25,1.0,0.0,0.0,0
0.6666666666666666,0.06897109452621364,0.13479052823315119,0.39801554828150576,0.75,1.0,0.0,0.0,0
0.0,0.2645470859616288,0.3460837887067395,0.2974222585924714,0.25,1.0,0.0,0.0,0
0.9215686274509803,0.8096998544328657,0.6120218579234972,0.7615589198036007,0.75,1.0,0.0,0.0,0
0.9215686274509803,0.354351995193974,0.052823315118396996,0.11515957446808511,0.25,1.0,0.0,0.0,0
0.43137254901960786,0.19229495444287836,0.3205828779599271,0.7958469721767595,0.5,0.0,1.0,0.0,0
0.5098039215686275,0.00616927378174173,0.12204007285974494,0.2917348608837971,1.0,1.0,0.0,0.0,0
0.43137254901960786,0.43770265794804253,0.7486338797814208,0.8317307692307693,0.5,1.0,0.0,0.0,0
0.0,0.11758589616211096,0.3351548269581056,0.5809533551554829,0.25,1.0,0.0,0.0,0
0.7843137254901961,0.46834107380792833,0.13661202185792343,0.3524959083469722,0.75,0.0,0.0,1.0,0
0.6274509803921569,0.15780555619738595,0.4881602914389799,0.9395253682487725,0.0,1.0,0.0,0.0,0
0.13725490196078433,0.15363879325615964,0.6156648451730419,0.8201718494271686,0.5,1.0,0.0,0.0,0
0.6274509803921569,0.3655275460770042,0.38979963570127496,0.9011661211129297,0.25,1.0,0.0,0.0,0
0.7647058823529412,0.8319816385159854,0.6029143897996357,0.9061988543371523,1.0,1.0,0.0,0.0,0
1.0,0.19350416291195882,0.9544626593806921,0.8774140752864158,0.0,0.0,0.0,1.0,0
0.8039215686274509,0.12912343938938825,0.42987249544626593,0.030360065466448448,0.75,1.0,0.0,0.0,0
0.9411764705882354,0.8173941172393077,0.35154826958105645,0.6366407528641571,0.0,1.0,0.0,0.0,0
0.07843137254901966,0.06869382379444997,0.8979963570127504,0.7566489361702128,0.0,0.0,1.0,0.0,0
0.27450980392156865,0.987676856366059,0.3005464480874317,0.3665711947626841,0.0,0.0,0.0,1.0,0
0.3921568627450981,0.5762301963230819,0.6976320582877958,0.6456219312602292,0.25,1.0,0.0,0.0,0
0.7254901960784313,0.7517194636351733,0.40801457194899815,0.6990180032733224,1.0,1.0,0.0,0.0,0
0.43137254901960786,0.5168634518665711,0.4389799635701275,0.727986906710311,0.25,1.0,0.0,0.0,0
0.7254901960784313,0.374338593775272,0.12568306010928953,0.6297872340425532,0.5,1.0,0.0,0.0,0
0.5490196078431373,0.0598596702018685,0.18761384335154818,0.07348608837970541,0.5,0.0,0.0,1.0,0
0.5098039215686275,0.3025947919314217,0.6429872495446266,0.8415711947626842,0.5,1.0,0.0,0.0,0
0.9803921568627451,0.017760730762417493,0.2331511839708561,0.3527209492635025,0.5,1.0,0.0,0.0,0
0.6666666666666666,0.36122214776989603,0.180327868852459,0.0207037643207856,0.0,1.0,0.0,0.0,0
0.8823529411764707,0.6124679405716398,0.6794171220400728,0.8051350245499183,1.0,0.0,1.0,0.0,0
0.6274509803921569,0.8833460415752057,0.19672131147540983,0.43160801963993456,0.25,1.0,0.0,0.0,0
0.5686274509803921,0.2245430809399478,0.10382513661202175,0.9565875613747955,0.25,1.0,0.0,0.0,0
0.9607843137254902,0.571208515292251,0.3041894353369763,0.5996317512274959,0.0,0.0,0.0,1.0,0
0.8823529411764707,0.08786401410999947,0.7158469945355191,0.7715834697217676,0.0,1.0,0.0,0.0,0
0.9215686274509803,0.5866894644823895,0.6229508196721311,0.06172258592471359,0.5,0.0,1.0,0.0,0
0.5490196078431373,0.033233977987784685,0.7777777777777778,0.7805441898527006,1.0,1.0,0.0,0.0,0
0.9607843137254902,0.7124163374076726,0.42622950819672123,0.9643412438625205,0.5,0.0,1.0,0.0,0
0.7058823529411765,0.5733958732872756,0.32604735883424407,0.13625204582651393,0.25,0.0,1.0,0.0,0
0.823529411764706,0.8997897363617458,0.9726775956284152,0.772872340425532,0.5,0.0,0.0,1.0,0
0.9607843137254902,0.8634980783597894,0.31329690346083783,0.6093085106382979,0.75,0.0,0.0,1.0,0
0.5490196078431373,0.04807566410191241,0.42987249544626593,0.3681873977086743,0.25,0.0,1.0,0.0,0
0.05882352941176472,0.3229972966103653,0.7704918032786884,0.8106382978723404,0.25,1.0,0.0,0.0,0
0.7450980392156864,0.17394887435784867,0.5701275045537341,0.37827332242225864,1.0,1.0,0.0,0.0,0
0.9607843137254902,0.8303950337731154,0.15482695810564662,0.5374386252045827,1.0,1.0,0.0,0.0,0
0.23529411764705888,0.6004220676694625,0.477231329690346,0.9424918166939444,0.0,1.0,0.0,0.0,0
0.17647058823529416,0.1453976909509616,0.021857923497267673,0.3180441898527005,0.75,1.0,0.0,0.0,0
0.09803921568627455,0.595130817871639,0.3533697632058287,0.02653436988543372,1.0,1.0,0.0,0.0,0
0.7647058823529412,0.46271863952494274,0.3715846994535519,0.3259001636661211,1.0,1.0,0.0,0.0,0
0.17647058823529416,0.0812095165476713,0.22768670309653916,0.4566489361702128,0.5,1.0,0.0,0.0,0
0.03921568627450983,0.19591487788534856,0.8615664845173042,0.9942307692307693,0.25,0.0,1.0,0.0,0
0.05882352941176472,0.540454569960797,0.05464480874316935,0.2920417348608838,0.0,0.0,0.0,1.0,0
0.47058823529411764,0.7746405107943035,0.18761384335154818,0.5495294599018004,0.5,0.0,0.0,1.0,0
0.9607843137254902,0.7293221500804855,0.5719489981785063,0.6840834697217676,0.75,0.0,1.0,0.0,0
0.6274509803921569,0.9981284225605951,0.13661202185792343,0.3322831423895254,0.5,1.0,0.0,0.0,0
0.3137254901960784,0.507605690211573,0.4134790528233151,0.02800736497545009,1.0,1.0,0.0,0.0,0
0.3921568627450981,0.35964324499179734,0.21675774134790526,0.7909574468085107,0.5,0.0,1.0,0.0,0
0.8431372549019608,0.4241857097745635,0.06193078324225865,0.5177168576104747,0.25,0.0,1.0,0.0,0
0.1960784313725491,0.03460492771706061,0.14754098360655732,0.4262070376432079,0.0,1.0,0.0,0.0,0
0.607843137254902,0.4276284880272957,0.3679417122040073,0.5898527004909984,0.75,0.0,0.0,1.0,0
0.5882352941176471,0.31043539206851667,0.39708561020036426,0.5195785597381343,0.25,0.0,0.0,1.0,0
0.3529411764705882,0.5449525173871854,0.6174863387978141,0.7864157119476269,0.0,1.0,0.0,0.0,0
0.8039215686274509,0.07453961505580073,0.34426229508196715,0.7989770867430442,0.0,1.0,0.0,0.0,0
0.07843137254901966,0.7846453630321094,0.28051001821493615,0.978866612111293,0.25,0.0,0.0,1.0,0
0.37254901960784315,0.5953387709204617,0.2295081967213114,0.6441080196399346,1.0,0.0,0.0,1.0,0
0.6666666666666666,0.9462094780378474,0.3205828779599271,0.04081423895253682,0.0,1.0,0.0,0.0,0
0.8823529411764707,0.07755878524611629,0.2550091074681238,0.35460310965630115,0.75,0.0,0.0,1.0,0
0.09803921568627455,0.3492455925506597,0.9981785063752276,0.9865793780687397,0.75,1.0,0.0,0.0,0
0.5686274509803921,0.13241217834669622,0.13114754098360648,0.9714402618657939,0.75,1.0,0.0,0.0,0
0.7843137254901961,0.2919968884062324,0.7103825136612022,0.9851677577741409,0.5,1.0,0.0,0.0,0
0.5098039215686275,0.43416745611805574,0.26775956284153,0.6807487725040917,0.75,1.0,0.0,0.0,0
0.9019607843137255,0.756625615194436,0.18943533697632053,0.7985270049099837,0.75,1.0,0.0,0.0,0
0.5882352941176471,0.7137179694540077,0.27322404371584696,0.06313420621931262,0.5,1.0,0.0,0.0,0
0.7647058823529412,0.9251908161772067,0.26593806921675767,0.47164484451718497,0.0,0.0,1.0,0.0,0
0.9215686274509803,0.2349407333810855,0.05464480874316935,0.9896685761047463,1.0,1.0,0.0,0.0,0
0.03921568627450983,0.25292482112186815,0.5737704918032785,0.28162847790507367,0.5,1.0,0.0,0.0,0
0.4901960784313726,0.4890054452890932,0.9453551912568307,0.9233633387888708,0.0,1.0,0.0,0.0,0
0.03921568627450983,0.05057110068778545,0.19489981785063748,0.7097176759410803,0.0,1.0,0.0,0.0,0
0.019607843137254943,0.9275476173971979,0.2550091074681238,0.5330605564648119,0.75,1.0,0.0,0.0,0
0.6862745098039217,0.15500974298543557,0.2550091074681238,0.18676350245499182,0.5,1.0,0.0,0.0,0
0.13725490196078433,0.0592743208792563,0.726775956284153,0.6714198036006547,1.0,1.0,0.0,0.0,0
0.03921568627450983,0.7855927046989687,0.1092896174863387,0.8299509001636661,0.25,1.0,0.0,0.0,0
0.7647058823529412,0.10478523071235474,0.5191256830601093,0.7231382978723405,0.25,1.0,0.0,0.0,0
0.9803921568627451,0.2590324791854402,0.14754098360655732,0.103518821603928,0.75,1.0,0.0,0.0,0
0.37254901960784315,0.9395164706516632,0.4444444444444444,0.6690261865793781,0.0,1.0,0.0,0.0,0
0.9215686274509803,0.5869821391436956,0.9981785063752276,0.8311988543371522,0.75,1.0,0.0,0.0,0
0.13725490196078433,0.1733019093170668,0.13479052823315119,0.7546235679214404,0.0,0.0,0.0,1.0,0
0.2549019607843137,0.16954335050871477,0.6739526411657558,0.3927986906710311,0.75,1.0,0.0,0.0,0
0.7843137254901961,0.672643391329128,0.46448087431693985,0.9991202945990181,0.25,0.0,0.0,1.0,0
0.019607843137254943,0.5673806388009581,0.46812386156648456,0.5741612111292963,0.25,1.0,0.0,0.0,0
0.5098039215686275,0.5226014156211249,0.5628415300546447,0.10243453355155482,0.5,1.0,0.0,0.0,0
0.4901960784313726,0.4581051626269861,0.24954462659380683,0.6936374795417349,0.75,1.0,0.0,0.0,0
0.0,0.9404638123185223,0.9562841530054643,0.9122749590834698,0.25,1.0,0.0,0.0,0
0.5098039215686275,0.6342413949798593,0.15664845173041886,0.9873363338788872,0.75,1.0,0.0,0.0,0
0.6470588235294118,0.014949513620924698,0.6958105646630236,0.43447217675941086,0.0,0.0,1.0,0.0,0
0.23529411764705888,0.8769457088503276,0.814207650273224,0.8266775777414076,0.25,1.0,0.0,0.0,0
0.5294117647058824,0.35627748638677725,0.0036429872495445936,0.5912438625204584,1.0,1.0,0.0,0.0,0
0.5490196078431373,0.14250945416175664,0.29508196721311475,0.7615589198036007,0.75,1.0,0.0,0.0,0
0.1960784313725491,0.7697882729884393,0.2477231329690346,0.9600450081833062,0.25,0.0,0.0,1.0,0
0.5098039215686275,0.7385336999468564,0.2513661202185792,0.946460720130933,0.5,1.0,0.0,0.0,0
0.13725490196078433,0.344308633132312,0.546448087431694,0.612479541734861,0.5,1.0,0.0,0.0,0
0.13725490196078433,0.07030353443163351,0.10018214936247716,0.682385433715221,0.0,1.0,0.0,0.0,0
0.07843137254901966,0.3241371873965048,0.2295081967213114,0.6875,0.5,1.0,0.0,0.0,0
0.03921568627450983,0.5153384628418709,0.00910746812386154,0.3086743044189853,0.25,0.0,1.0,0.0,0
0.4509803921568628,0.11103152414180856,0.500910746812386,0.0017594108019639947,0.0,0.0,0.0,1.0,0
0.09803921568627455,0.4992567603995779,0.23132969034608375,0.18817512274959083,0.0,0.0,1.0,0.0,0
0.13725490196078433,0.25543566163728365,0.38615664845173037,0.09836333878887071,0.25,1.0,0.0,0.0,0
0.13725490196078433,0.3680768964162757,0.15664845173041886,0.42489770867430443,0.75,1.0,0.0,0.0,0
0.0,0.6217796159800365,0.010928961748633781,0.6240998363338789,1.0,0.0,0.0,1.0,0
0.7254901960784313,0.060414211665395845,0.2295081967213114,0.9416939443535189,0.75,0.0,1.0,0.0,0
0.9215686274509803,0.8572132751064796,0.23132969034608375,0.16937397708674304,0.0,1.0,0.0,0.0,0
0.9803921568627451,0.4759352110723445,0.2331511839708561,0.9974222585924715,0.25,1.0,0.0,0.0,0
0.7254901960784313,0.05673267250475597,0.3533697632058287,0.4220744680851064,1.0,1.0,0.0,0.0,0
0.11764705882352944,0.11725471167694879,0.08014571948998173,0.5328150572831424,0.0,1.0,0.0,0.0,0
0.2941176470588236,0.98038309572772,0.3806921675774134,0.8319762684124387,0.5,1.0,0.0,0.0,0
0.9411764705882354,0.5676810154270354,0.3005464480874317,0.857549099836334,1.0,1.0,0.0,0.0,0
0.6274509803921569,0.9235888075047944,0.40437158469945345,0.22172667757774142,1.0,0.0,1.0,0.0,0
0.607843137254902,0.0719979666813004,0.9453551912568307,0.9278641571194763,0.75,1.0,0.0,0.0,0
0.0,0.5889230342660412,0.34061930783242256,0.15814238952536824,0.0,0.0,1.0,0.0,0
0.1568627450980392,0.9755924736400254,0.7777777777777778,0.9454173486088381,0.75,1.0,0.0,0.0,0
0.6666666666666666,0.9103953418517063,0.448087431693989,0.06090425531914894,1.0,1.0,0.0,0.0,0
0.8823529411764707,0.6395634526367676,0.021857923497267673,0.8070581014729952,0.5,1.0,0.0,0.0,0
0.9803921568627451,0.4294615556428445,0.5409836065573771,0.9100040916530279,0.0,1.0,0.0,0.0,0
0.2941176470588236,0.5277232221939816,0.26958105646630226,0.07858019639934535,0.25,1.0,0.0,0.0,0
0.4117647058823529,0.9333009850812941,0.35154826958105645,0.017757774140752865,0.75,1.0,0.0,0.0,0
0.6470588235294118,0.34734320725217005,0.3825136612021858,0.2799099836333879,1.0,1.0,0.0,0.0,0
0.7647058823529412,0.4015419333471968,0.03825136612021851,0.8477495908346973,0.25,0.0,1.0,0.0,0
0.43137254901960786,0.10938330368076898,0.44626593806921666,0.8262888707037643,0.0,1.0,0.0,0.0,0
0.23529411764705888,0.9509923981607706,0.22768670309653916,0.7434124386252047,0.25,1.0,0.0,0.0,0
0.5882352941176471,0.21156527030045363,0.7978142076502731,0.8213788870703765,0.0,1.0,0.0,0.0,0
0.607843137254902,0.9720649737748099,0.18214936247723124,0.5366612111292963,1.0,1.0,0.0,0.0,0
0.3137254901960784,0.3849750071243174,0.5828779599271402,0.5571603927986907,1.0,0.0,0.0,1.0,0
0.6274509803921569,0.7340126466261543,0.42987249544626593,0.09729950900163667,1.0,1.0,0.0,0.0,0
0.5490196078431373,0.20271571277832973,0.42987249544626593,0.7330196399345336,0.25,0.0,0.0,1.0,0
0.5294117647058824,0.19661575667952896,0.5027322404371585,0.8666939443535189,0.5,1.0,0.0,0.0,0
0.6862745098039217,0.682655945531705,0.31329690346083783,0.8375,0.25,0.0,0.0,1.0,0
0.8823529411764707,0.7867479994146506,0.42258652094717664,0.4470130932896891,0.0,0.0,1.0,0.0,0
0.3529411764705882,0.3222193981684728,0.6903460837887067,0.8146276595744681,0.25,1.0,0.0,0.0,0
0.4117647058823529,0.17340203485909256,0.5428051001821493,0.2751227495908347,0.25,1.0,0.0,0.0,0
0.05882352941176472,0.47408673952725333,0.4444444444444444,0.5696603927986907,1.0,1.0,0.0,0.0,0
0.6666666666666666,0.16670902747290833,0.7049180327868853,0.5201923076923077,0.5,0.0,0.0,1.0,0
0.6666666666666666,0.32756456171969467,0.38979963570127496,0.6221972176759412,0.5,1.0,0.0,0.0,0
0.03921568627450983,0.09277786763403345,0.18761384335154818,0.3113134206219313,0.5,1.0,0.0,0.0,0
0.5882352941176471,0.9446921909779185,0.43351548269581053,0.4427577741407529,0.0,0.0,0.0,1.0,0
0.5294117647058824,0.5644769980822107,0.11475409836065564,0.983612929623568,0.75,1.0,0.0,0.0,0
0.05882352941176472,0.64611782465707,0.4061930783242258,0.631505728314239,1.0,0.0,0.0,1.0,0
0.4901960784313726,0.1902616357432781,0.20582877959927137,0.4039075286415712,0.0,1.0,0.0,0.0,0
0.6862745098039217,0.08163312461008804,0.8233151183970856,0.9480360065466449,0.75,1.0,0.0,0.0,0
0.7843137254901961,0.8903856373760946,0.14754098360655732,0.5555646481178397,0.0,1.0,0.0,0.0,0
0.6862745098039217,0.2244814652217781,0.16029143897996356,0.7501841243862521,0.75,1.0,0.0,0.0,0
0.7058823529411765,0.7768201668245569,0.7504553734061931,0.7701309328968904,0.0,0.0,0.0,1.0,0
0.27450980392156865,0.9941002949852507,0.16393442622950816,0.2518821603927987,0.25,1.0,0.0,0.0,0
0.9019607843137255,0.15357717753798994,0.7285974499089253,0.3129909983633388,0.25,0.0,0.0,1.0,0
0.4901960784313726,0.08202592481341991,0.9781420765027321,0.11112929623567921,0.5,0.0,1.0,0.0,0
0.9019607843137255,0.40756486979828555,0.12932604735883424,0.7852495908346973,0.0,1.0,0.0,0.0,0
0.03921568627450983,0.2186279719956561,0.9690346083788707,0.7701104746317513,0.25,1.0,0.0,0.0,0
0.3137254901960784,0.805948997589285,0.5865209471766849,0.7214811783960721,0.0,1.0,0.0,0.0,0
0.7843137254901961,0.048144981784853325,0.8907103825136612,0.9403641571194763,0.5,0.0,1.0,0.0,0
0.17647058823529416,0.14268659935149458,0.7395264116575592,0.2708060556464812,0.0,1.0,0.0,0.0,0
0.9215686274509803,0.8509592797122545,0.7340619307832422,0.924283960720131,0.5,1.0,0.0,0.0,0
0.8039215686274509,0.24442185201444888,0.3005464480874317,0.9851063829787234,0.0,1.0,0.0,0.0,0
0.1960784313725491,0.9123670448331369,0.18579234972677594,0.6314034369885434,0.5,0.0,1.0,0.0,0
0.7450980392156864,0.502730346511395,0.2149362477231329,0.22798690671031097,0.75,1.0,0.0,0.0,0
0.13725490196078433,0.118671873194852,0.2222222222222222,0.677618657937807,0.5,1.0,0.0,0.0,0
0.4901960784313726,0.7413526190531204,0.2185792349726775,0.6622749590834698,0.5,0.0,0.0,1.0,0
0.33333333333333337,0.1853246763249305,0.2714025500910746,0.9193330605564649,0.25,1.0,0.0,0.0,0
0.9019607843137255,0.11740104900760184,0.1056466302367941,0.2396481178396072,0.75,1.0,0.0,0.0,0
0.5686274509803921,0.17526591033372613,0.5336976320582877,0.17315875613747955,0.0,1.0,0.0,0.0,0
0.5686274509803921,0.760345664178932,0.007285974499089187,0.35443944353518825,0.0,0.0,0.0,1.0,0
0.5490196078431373,0.8002803515176721,0.37887067395264107,0.7563625204582652,0.25,0.0,1.0,0.0,0
0.4117647058823529,0.4140114143117909,0.6193078324225866,0.7384001636661212,0.25,1.0,0.0,0.0,0
0.27450980392156865,0.7618475473093186,0.1584699453551912,0.720581014729951,0.75,1.0,0.0,0.0,0
0.9803921568627451,0.3289894252023691,0.005464480874316835,0.06117021276595746,0.0,0.0,1.0,0.0,0
0.6274509803921569,0.3442932292027696,0.4207650273224043,0.06460720130932898,0.0,0.0,1.0,0.0,0
0.8431372549019608,0.5002657177846068,0.44990892531876137,0.6648936170212767,0.5,0.0,0.0,1.0,0
0.6862745098039217,0.14317952509685222,0.5591985428051002,0.8417757774140754,0.75,0.0,1.0,0.0,0
0.9019607843137255,0.8939208392060813,0.32969034608378867,0.5342880523731588,0.0,1.0,0.0,0.0,0
0.11764705882352944,0.9203770881951985,0.1766848816029143,0.9738338788870704,1.0,1.0,0.0,0.0,0
0.3529411764705882,0.8960234755886225,0.0564663023679417,0.814238952536825,1.0,1.0,0.0,0.0,0
0.6862745098039217,0.04785230712354721,0.27686703096539156,0.9666121112929624,0.25,0.0,1.0,0.0,0
0.8431372549019608,0.18279072991520134,0.11111111111111105,0.945233224222586,0.75,0.0,0.0,1.0,0
0.05882352941176472,0.8112633532814221,0.31329690346083783,0.8815671031096564,0.75,0.0,0.0,1.0,0
0.4117647058823529,0.8701448739573465,0.2477231329690346,0.7222176759410802,0.25,1.0,0.0,0.0,0
0.8627450980392156,0.0191624883507783,0.9198542805100182,0.6801554828150573,0.75,0.0,1.0,0.0,0
0.47058823529411764,0.1490561242172878,0.2932604735883424,0.9550736497545009,0.75,1.0,0.0,0.0,0
0.6862745098039217,0.9625761531766752,0.04553734061930781,0.4769844517184943,1.0,1.0,0.0,0.0,0
0.5294117647058824,0.2996603433535895,0.1730418943533697,0.880973813420622,0.25,1.0,0.0,0.0,0
0.4509803921568628,0.2389072452382603,0.03642987249544627,0.5541734860883798,1.0,1.0,0.0,0.0,0
0.5294117647058824,0.9730893350893812,0.3278688524590163,0.43970949263502457,0.25,1.0,0.0,0.0,0
0.6470588235294118,0.19932684827899594,0.9817850637522768,0.9784165302782324,0.5,1.0,0.0,0.0,0
0.607843137254902,0.28673644646749386,0.448087431693989,0.817062193126023,0.5,1.0,0.0,0.0,0
0.37254901960784315,0.6296433220114451,0.4626593806921676,0.8792757774140754,0.5,1.0,0.0,0.0,0
0.5882352941176471,0.8641989571539699,0.6229508196721311,0.7333265139116203,1.0,1.0,0.0,0.0,0
0.8431372549019608,0.06590571254727082,0.23861566484517294,0.8215016366612112,1.0,0.0,0.0,1.0,0
0.47058823529411764,0.4504725155387139,0.3533697632058287,0.04040507364975451,0.25,1.0,0.0,0.0,0
0.7450980392156864,0.8640449178585456,0.9089253187613843,0.7337356792144026,0.25,1.0,0.0,0.0,0
0.8431372549019608,0.5150534901453361,0.1730418943533697,0.21479132569558101,1.0,0.0,0.0,1.0,0
0.7058823529411765,0.07340742623443242,0.2550091074681238,0.5786211129296236,1.0,0.0,0.0,1.0,0
0.9411764705882354,0.24457589130987312,0.3497267759562841,0.12745499181669395,0.5,0.0,0.0,1.0,0
1.0,0.3703797838828685,0.010928961748633781,0.22023322422258593,0.25,1.0,0.0,0.0,0
0.019607843137254943,0.1843388248342152,0.6448087431693988,0.05869476268412439,1.0,0.0,0.0,1.0,0
0.43137254901960786,0.10408435191817433,0.3952641165755919,0.29134615384615387,0.5,0.0,1.0,0.0,0
0.9215686274509803,0.0943952802359882,0.9635701275045537,0.9741816693944354,1.0,1.0,0.0,0.0,0
0.5098039215686275,0.38184800942720487,0.19307832422586513,0.6536620294599018,0.25,1.0,0.0,0.0,0
0.8627450980392156,0.9778645532475334,0.3806921675774134,0.37796644844517185,0.0,0.0,1.0,0.0,0
0.5098039215686275,0.38245646464413074,0.26775956284153,0.6436374795417349,0.0,1.0,0.0,0.0,0
0.5098039215686275,0.23634249096944632,0.9817850637522768,0.7321194762684125,0.25,1.0,0.0,0.0,0
0.6862745098039217,0.5837550159045573,0.7449908925318761,0.875531914893617,0.75,1.0,0.0,0.0,0
0.07843137254901966,0.456872848263592,0.6138433515482696,0.9625409165302783,0.5,1.0,0.0,0.0,0
0.5686274509803921,0.01880819797130248,0.6976320582877958,0.7941489361702129,0.0,0.0,0.0,1.0,0
0.5490196078431373,0.0038971941742338423,0.7814207650273223,0.8527618657937808,0.75,1.0,0.0,0.0,0
0.9215686274509803,0.4907306853978449,0.9981785063752276,0.8023936170212767,1.0,1.0,0.0,0.0,0
0.5294117647058824,0.124417538914177,0.22404371584699445,0.7430237315875614,0.5,1.0,0.0,0.0,0
0.7843137254901961,0.5269838335759451,0.21311475409836056,0.8769435351882161,0.75,1.0,0.0,0.0,0
0.1568627450980392,0.09753768186264317,0.42987249544626593,0.4657733224222586,1.0,1.0,0.0,0.0,0
0.6470588235294118,0.22447376325700685,0.08014571948998173,0.49916121112929623,0.5,0.0,1.0,0.0,0
0.1568627450980392,0.7356146552985666,0.42258652094717664,0.3518207855973814,1.0,1.0,0.0,0.0,0
0.5294117647058824,0.22827853385398617,0.49908925318761377,0.2713175122749591,1.0,1.0,0.0,0.0,0
0.3529411764705882,0.7807096590340196,0.20582877959927137,0.6225859247135843,0.75,1.0,0.0,0.0,0
0.47058823529411764,0.3919683911365789,0.9344262295081968,0.832201309328969,0.5,1.0,0.0,0.0,0
0.33333333333333337,0.980275268220923,0.3806921675774134,0.42111292962356794,0.0,1.0,0.0,0.0,0
0.23529411764705888,0.10197401357086194,0.3734061930783241,0.011211129296235682,0.0,1.0,0.0,0.0,0
0.5882352941176471,0.4454662384374254,0.5081967213114754,0.9406301145662849,0.25,0.0,0.0,1.0,0
0.27450980392156865,0.8880981538390442,0.02914389799635697,0.2214402618657938,1.0,1.0,0.0,0.0,0
0.4117647058823529,0.4287760807782065,0.5719489981785063,0.6586947626841244,0.75,0.0,1.0,0.0,0
0.4901960784313726,0.768871739180665,0.5136612021857924,0.46315466448445175,0.0,0.0,0.0,1.0,0
0.6274509803921569,0.38704683564777376,0.39344262295081966,0.09384206219312602,0.75,1.0,0.0,0.0,0
0.37254901960784315,0.4680098893227662,0.13114754098360648,0.5157937806873978,0.25,0.0,0.0,1.0,0
1.0,0.5474094441492025,0.24408014571948988,0.035863338788870706,0.5,1.0,0.0,0.0,0
0.27450980392156865,0.12425579765398154,0.8214936247723131,0.6835106382978724,0.0,1.0,0.0,0.0,0
